lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z,label
0.0,0.0,0.0,-0.08651944571544737,-0.06116590584815896,-0.06611707140279828,-0.17373221915852824,-0.1725694979856614,-0.11863475075634697,-0.26223661130408676,-0.24484010223688824,-0.1705864736593862,-0.34316802183201905,-0.25466652484581703,-0.2209458195799493,-0.11093080002693757,-0.4831304728739303,-0.08351775012885264,-0.13018474263606777,-0.7159648527654121,-0.14505917702702298,-0.13670992831963064,-0.8702368177415365,-0.17447506603920088,-0.13730331011121819,-1.0,-0.1927598068500595,-0.035382875384159324,-0.49237937412948535,-0.08301573893717358,-0.011713563003387965,-0.48785008613099085,-0.17102288746325425,-0.028790219899940774,-0.3116252606430149,-0.17719528853849126,-0.04600861372846804,-0.26372031753604314,-0.1613725188654114,0.03788668472155175,-0.45405816375147195,-0.09053977820056952,0.051978432321559055,-0.4009541438227055,-0.1709312336412348,0.02532660229762364,-0.2577809610544422,-0.1500913888217763,0.005369261841359114,-0.23745064854716497,-0.11696216684550277,0.1044701889846739,-0.39689764793477583,-0.10443983950242199,0.11789743457411891,-0.35667784240137107,-0.14832096740615666,0.08266359695857216,-0.25094838497311595,-0.13035799838247364,0.05518501012361701,-0.23086265049321558,-0.10548315895367599,1
0.0,0.0,0.0,-0.0880532554741022,-0.06697408863087477,-0.060322488137791765,-0.17398553189287255,-0.17944697796109263,-0.10950323294668678,-0.261961538129811,-0.2575434567583645,-0.15939512307677176,-0.3387390299520792,-0.2749265351004659,-0.20800111184263267,-0.11177527121919671,-0.4891999191507984,-0.0768193916371197,-0.1307957083923796,-0.7175174145155316,-0.1402179530763255,-0.13838025849494737,-0.8717651413192294,-0.17177586019199273,-0.13825388474288816,-1.0,-0.19030745844246,-0.03874174242529355,-0.49384624826829837,-0.07763017269315678,-0.01571946977023602,-0.49672921979895446,-0.16393243764579038,-0.03466615767169299,-0.32340618136395904,-0.16812100565868124,-0.05040087729133675,-0.27478853646320245,-0.15077250510012427,0.03191693482026865,-0.45405689118819953,-0.08658134211285876,0.0471414094785814,-0.4135865408329093,-0.16686468993979897,0.018858063776620207,-0.27378529637019833,-0.14524173159151266,0.0003882461660691101,-0.2521668848520121,-0.11087081319183185,0.09457494107245691,-0.39675583203615866,-0.10120102586848168,0.11063353249386662,-0.3677843681293647,-0.1444248021586908,0.07643737018096947,-0.26604699778589685,-0.12449953017075169,0.05261060547027098,-0.24353859505637382,-0.09772688830059016,1
0.0,0.0,0.0,-0.08890143324873706,-0.0650519126744414,-0.05832941934898653,-0.17707804527414092,-0.17934414135268573,-0.10477852727326976,-0.2638587522542935,-0.25515684192135796,-0.1518546930057527,-0.3399619389645779,-0.2697499683627386,-0.19804097560884565,-0.11168140210005512,-0.4843416626516759,-0.07553878254620475,-0.13348560620256353,-0.718424698216647,-0.13429552182152169,-0.1398413213114486,-0.8723851415324653,-0.16411735572060804,-0.14029441378800328,-1.0,-0.1826613535031798,-0.03783493277089876,-0.4857004331247228,-0.07772223677496119,-0.018408862159319608,-0.4946369376322325,-0.16263604432776563,-0.03485009894842623,-0.32363273958785566,-0.16964381654303234,-0.048879362892410565,-0.2632800612758463,-0.1550005172389507,0.03300997316741995,-0.444719454327106,-0.08735557691629943,0.04342577708369784,-0.41119707475892786,-0.1653461235061512,0.017724470726202046,-0.2695270341903583,-0.14587531397311082,0.0015768885575645753,-0.2402467408551205,-0.11374411049548983,0.09756392770469118,-0.38698520694254274,-0.10245177858820434,0.10948729386114192,-0.37106220655529126,-0.14435720069834407,0.0757816494758734,-0.2682315065552976,-0.1252199290133857,0.05254782771307497,-0.24068994767764124,-0.099735821881539,1
0.0,0.0,0.0,-0.08869551175388557,-0.06905580769386287,-0.05890864245882554,-0.1726655401970935,-0.18309752261304546,-0.10617448903361865,-0.2600677846071466,-0.26096206386028886,-0.15426436862671714,-0.3354307419558554,-0.2788148676126137,-0.20123124917123894,-0.1115791624643025,-0.48860785682552166,-0.07357680009049958,-0.13321788869737403,-0.7192817755174121,-0.13510227359229485,-0.14038640874110456,-0.872737659080238,-0.16671850827484483,-0.14106818346768357,-1.0,-0.18556838364846567,-0.03958910859453256,-0.48581519529816514,-0.07482803847784789,-0.01948077210318128,-0.5007241863442754,-0.15968812892875417,-0.0351061049387149,-0.3271857959219284,-0.16474182395006393,-0.04880218749557548,-0.2706606122860015,-0.14840698939427685,0.030630499399668335,-0.4437427429895509,-0.08418872894153505,0.042410214605336616,-0.4214644623169907,-0.1632921916683559,0.017127405647543767,-0.27778346809173105,-0.14193373288485886,0.0013284721753639395,-0.24951488124810822,-0.1077469635365832,0.09418759302653514,-0.3863258311752304,-0.09897838549416825,0.10842935047213378,-0.3823583997261166,-0.1409906802713657,0.07547928635724765,-0.2795722817054904,-0.1199139637775322,0.053786094678292255,-0.25074424416948676,-0.09258103143063144,1
0.0,0.0,0.0,-0.085484084826892,-0.06929909049206795,-0.057616939573724185,-0.16999275441016523,-0.18735792079127678,-0.10353458055880022,-0.2572239503215129,-0.2674441546568719,-0.15053059467392244,-0.3301544591175293,-0.28439993710763184,-0.19653842055931892,-0.10934078100002108,-0.488263408798772,-0.07200583404584163,-0.13131018742898268,-0.7213158120814942,-0.1314899869521012,-0.1377211890547828,-0.8718608846751723,-0.1622869613104937,-0.13754716522376229,-1.0,-0.1815378613359424,-0.03748411076188917,-0.4842555440108797,-0.07493431667020399,-0.015320840229070862,-0.5012101593867669,-0.15985790568478758,-0.031018775317014816,-0.33056332434793745,-0.16805655803749706,-0.046227446683319094,-0.27710870167783225,-0.15461877690618006,0.032710126157551866,-0.44242991472248744,-0.08548112366681786,0.04526318348848405,-0.4213547469959979,-0.1635271242471134,0.02024032016754008,-0.27888369288424725,-0.1435922210900138,0.0036887346476973774,-0.2532338510066831,-0.111241035293315,0.09647040897869602,-0.38587061354098623,-0.10150164149145513,0.10980125687480043,-0.38436404955529585,-0.14278102300661008,0.07758999038784167,-0.2803966109442446,-0.12219857970294531,0.05552436511937393,-0.2522965602089064,-0.09579729559639785,1
0.0,0.0,0.0,-0.08906166243787896,-0.07178959616227265,-0.05567535508094658,-0.17311610957129953,-0.18800469549761936,-0.1023102181774858,-0.260949833651684,-0.26656515176271484,-0.1501657741619087,-0.336771227417717,-0.2816223958890597,-0.19715159880684488,-0.11089136658673068,-0.48234418632184667,-0.07569914571998983,-0.1333915704098321,-0.7176361746640318,-0.1375256920273652,-0.13997284003009716,-0.8691710342807458,-0.17043742319179409,-0.14250684615632295,-1.0,-0.1909448103876235,-0.040204915046598,-0.4731970455083155,-0.07933993795221977,-0.015390694053825165,-0.49828405280721577,-0.16243737479422363,-0.028760156240156744,-0.3318056100250434,-0.16863374706966874,-0.04660019400359435,-0.2792089170456976,-0.1555967848585051,0.029532517467623125,-0.42745334184223954,-0.09041805683065207,0.04695097639431834,-0.42128698472670006,-0.16877377337368163,0.02426678180755326,-0.2799786117403573,-0.1474018129127634,0.004604702177284033,-0.2499623852215952,-0.11491120227475078,0.09376115985644187,-0.36742462195064474,-0.10650433263294014,0.1139074818444114,-0.3905103963781018,-0.14938812986631902,0.0821225441149521,-0.2871270528886117,-0.12745608085517937,0.05538281978244692,-0.24828700265913317,-0.10051614990637968,1
0.0,0.0,0.0,-0.08506942204907918,-0.06988213946328521,-0.05755243218123352,-0.16810996904132958,-0.18705155094004566,-0.10362889557203754,-0.25270271533864624,-0.2634187739127046,-0.15085557639155128,-0.3284346436524556,-0.2720958560537513,-0.19740321267293712,-0.10851021150165897,-0.48647162956833884,-0.07183357695927592,-0.12842562066643284,-0.7203148025634836,-0.12935661441033286,-0.13354333275386926,-0.8696050887457087,-0.15912201711500365,-0.13427404446612146,-1.0,-0.17829988931334773,-0.03708733916032583,-0.48139787211780605,-0.0755800186983261,-0.0055751406224181345,-0.5072108469123472,-0.16233307738479638,-0.02032874655776837,-0.33582461936069347,-0.17410025922847364,-0.04071619030146397,-0.2770829327762288,-0.16269805785194272,0.03264136858904728,-0.4391881796972031,-0.08624006753028965,0.05416931230581725,-0.4232331925215144,-0.1664300897731105,0.028964467658498954,-0.28058387865407897,-0.1499496262782896,0.0052218654661863595,-0.2505395192796026,-0.11949462548621885,0.09677746306530766,-0.38221573550065185,-0.10199649953038466,0.12043283850923071,-0.3901930925834126,-0.14561279152131062,0.09006578111723815,-0.2872274445654562,-0.12671399543472026,0.06130320447731214,-0.25588997253449464,-0.10131425565436103,1
0.0,0.0,0.0,-0.08677619494061793,-0.06575102295888012,-0.05676858146524351,-0.16957898214849487,-0.18747415574978216,-0.10044503311010373,-0.25157538635299226,-0.263392303211315,-0.14485886290365216,-0.3280073803971203,-0.2649683255130481,-0.18894198168672327,-0.10614323657208366,-0.48315357653332186,-0.07156536863807261,-0.12807852186292845,-0.7197776666673261,-0.1255323895022789,-0.13444818445113807,-0.869108464873442,-0.15478213639468005,-0.13832097096088464,-1.0,-0.174624408387978,-0.03361045624093243,-0.47678405526705464,-0.07520724834285673,-0.007177458811013276,-0.5100396521106008,-0.1605579818461344,-0.01640973866463766,-0.3400210173992749,-0.17357910297571505,-0.032808454217767506,-0.26787715505363024,-0.163735199420592,0.035981131824825235,-0.4313555515922602,-0.08522378548325245,0.05543169472425404,-0.4357055823015183,-0.16477504627282943,0.035237919729702,-0.2911038402541986,-0.14974874343290848,0.014622157415119921,-0.2506604680978434,-0.12038534720094717,0.10085977443322128,-0.3719833771478462,-0.09989151039217753,0.12767080805908163,-0.4093302442241016,-0.14358928840140925,0.09949135406488542,-0.3079793760410128,-0.12491396468230186,0.07145986414439033,-0.26905648666302434,-0.10004166495598593,1
0.0,0.0,0.0,-0.0898575122637895,-0.06694110559266038,-0.05589457652773191,-0.17399715903057955,-0.19088937818958163,-0.09726710733374862,-0.2549404970212875,-0.26330529890541515,-0.13943529266525856,-0.3293070751658371,-0.26732588444300154,-0.18139977240218816,-0.11216462030178972,-0.47474312440891925,-0.07066592299771249,-0.1379192328044406,-0.7170454383473854,-0.12538286112881075,-0.14393920220714757,-0.8664930551010179,-0.15640885588264625,-0.14729303555226253,-1.0,-0.17798870367580413,-0.04094707901740741,-0.4624031180264833,-0.0762436227186482,-0.012671491602035049,-0.5156800217828988,-0.16726325139993045,-0.01853437279185608,-0.35015893545390786,-0.1872807078275874,-0.033483788932786314,-0.27188536982201617,-0.18142253564785174,0.028436602833580456,-0.41708040501995747,-0.0877399799448078,0.048720036514282375,-0.4367811577924917,-0.17095902433066415,0.03041780519257997,-0.2907865726813707,-0.15919248083279255,0.009130316017848712,-0.24004882534379773,-0.13062393480929158,0.09459837634786777,-0.3583545766050852,-0.10376062315413162,0.11983823404921923,-0.41467026456854994,-0.1502223347931173,0.09456841322578027,-0.31568607258813597,-0.13301437559881693,0.06631071641243103,-0.27219983715188595,-0.1083488080405583,1
0.0,0.0,0.0,-0.09059480180087362,-0.06872584013983338,-0.0560940045082297,-0.17363848813558616,-0.1951087159327481,-0.09828528236106122,-0.25252490562778207,-0.26882660889931764,-0.1415562785906326,-0.3285165628427316,-0.26944359082888325,-0.18463789667703417,-0.11044957763498486,-0.4757514951404868,-0.06898400677693915,-0.13560192385372563,-0.7179954004368827,-0.1241410808984721,-0.14455574401999557,-0.8674446288452283,-0.1551096061228491,-0.14930382881145046,-1.0,-0.1767005170721375,-0.03658464969773089,-0.46102644087209427,-0.07570490987197324,-0.005213571640001897,-0.5400503784329284,-0.16890574949517717,-0.009524416948359801,-0.37277334566702514,-0.18890256125963995,-0.02198477585938521,-0.2874251203226265,-0.18164785729277322,0.033880187461410756,-0.41613245695138673,-0.08861215790064166,0.05610313321264275,-0.45154632768638764,-0.1727483761374084,0.04084152767104486,-0.30677367363380503,-0.16023003579203826,0.021348169444349047,-0.25026050761110397,-0.13016017634052182,0.10035723997073573,-0.35704402322171314,-0.10612238381861042,0.12768359263671464,-0.4296387117357843,-0.1515529561801095,0.10445593269752974,-0.33760403764868335,-0.13340997069226782,0.07635248014098706,-0.2929821204583626,-0.10816860810477347,1
